culmino_estudio,genero,ingreso_mensual,horas_semanales,ingreso_primer_empleo,categoria_ocupacional,tipo_contrato,sector_laboral,tamanio_empresa,ocupacion_cod,actividad_economica_cod,titulado,cuadro_merito,postgrado,idioma_extranjero,practicas_preprof,gestion_universidad,distrito,salario_hora,departamento_id,carrera_id
1.0,1.0,1500.0,44.0,0.0,3.0,2.0,5.0,5.0,419,6419,2.0,1.0,2.0,3.0,1.0,1.0,CORRALES,7.928118393234673,24,82
1.0,1.0,7000.0,40.0,5.0,3.0,1.0,5.0,5.0,262,4630,2.0,1.0,2.0,1.0,1.0,2.0,JESUS MARIA,40.69767441860465,15,97
1.0,1.0,500.0,30.0,0.0,3.0,7.0,5.0,2.0,241,8530,2.0,2.0,2.0,1.0,1.0,1.0,LURIGANCHO,3.875968992248062,15,140
1.0,2.0,600.0,34.0,0.0,3.0,2.0,5.0,1.0,244,8510,0.0,1.0,2.0,2.0,1.0,2.0,CHICLAYO,4.103967168262654,14,114
1.0,1.0,1200.0,45.0,2.0,3.0,1.0,5.0,4.0,335,4100,2.0,1.0,1.0,2.0,1.0,2.0,CHICLAYO,6.2015503875969,14,241
1.0,1.0,4000.0,56.0,0.0,3.0,2.0,5.0,2.0,312,4290,2.0,1.0,1.0,3.0,1.0,1.0,FERREÑAFE,16.611295681063122,14,193
1.0,2.0,1800.0,48.0,1.0,3.0,1.0,5.0,2.0,454,5510,1.0,2.0,2.0,2.0,1.0,1.0,PUNO,8.72093023255814,21,309
1.0,2.0,2500.0,48.0,0.0,3.0,2.0,3.0,5.0,413,6411,1.0,1.0,2.0,3.0,1.0,1.0,VILLA EL SALVADOR,12.112403100775195,15,219
1.0,2.0,1200.0,30.0,1.0,3.0,7.0,5.0,2.0,335,1080,2.0,1.0,2.0,2.0,1.0,1.0,VICTOR LARCO HERRERA,9.30232558139535,13,263
1.0,1.0,1300.0,42.0,0.0,3.0,2.0,5.0,3.0,455,8220,0.0,1.0,2.0,2.0,1.0,2.0,LINCE,7.198228128460687,15,268
1.0,2.0,1000.0,32.0,2.0,3.0,7.0,5.0,4.0,263,7490,1.0,1.0,2.0,2.0,1.0,2.0,CORONEL GREGORIO ALBARRACIN LANCHIPA,7.267441860465117,23,194
1.0,2.0,1800.0,47.0,1.0,3.0,5.0,5.0,1.0,348,8620,1.0,1.0,2.0,2.0,1.0,1.0,LOS OLIVOS,8.906481939633846,15,303
1.0,2.0,1875.0,46.0,0.0,3.0,2.0,2.0,5.0,423,8411,2.0,2.0,2.0,3.0,1.0,2.0,JULIACA,9.479271991911022,21,193
1.0,2.0,1500.0,40.0,3.0,3.0,2.0,5.0,5.0,233,1030,1.0,1.0,2.0,4.0,1.0,1.0,JACOBO HUNTER,8.720930232558139,4,58
1.0,2.0,1200.0,48.0,2.0,3.0,2.0,5.0,1.0,521,5610,1.0,2.0,2.0,4.0,1.0,1.0,CALLERIA,5.813953488372094,25,3
1.0,1.0,2000.0,48.0,0.0,3.0,5.0,5.0,4.0,361,4630,2.0,2.0,1.0,3.0,1.0,1.0,CARABAYLLO,9.689922480620156,15,241
1.0,2.0,2500.0,40.0,2.0,3.0,2.0,5.0,3.0,252,4773,1.0,1.0,2.0,1.0,1.0,2.0,SAN MIGUEL,14.534883720930232,15,22
1.0,2.0,1100.0,48.0,2.0,3.0,2.0,5.0,5.0,423,8530,0.0,1.0,1.0,5.0,1.0,2.0,CARABAYLLO,5.329457364341086,15,7
1.0,1.0,600.0,44.0,0.0,3.0,3.0,5.0,4.0,411,8549,0.0,2.0,2.0,3.0,1.0,2.0,PUNO,3.1712473572938693,21,244
1.0,2.0,1200.0,45.0,0.0,3.0,5.0,2.0,5.0,412,8411,2.0,2.0,2.0,3.0,1.0,2.0,ABANCAY,6.2015503875969,3,89
1.0,2.0,2000.0,40.0,0.0,3.0,6.0,2.0,5.0,258,8412,2.0,1.0,1.0,2.0,1.0,2.0,PUNO,11.627906976744185,21,89
1.0,1.0,1200.0,40.0,0.0,3.0,2.0,2.0,5.0,217,8411,2.0,1.0,2.0,1.0,1.0,2.0,MARIANO MELGAR,6.976744186046512,4,244
1.0,2.0,1500.0,40.0,0.0,3.0,5.0,5.0,1.0,317,7110,2.0,2.0,2.0,2.0,1.0,2.0,SANTIAGO DE SURCO,8.720930232558139,15,31
1.0,1.0,500.0,40.0,0.0,3.0,5.0,2.0,5.0,319,8412,0.0,2.0,2.0,3.0,1.0,2.0,FERREÑAFE,2.9069767441860463,14,205
1.0,1.0,1400.0,44.0,2.0,3.0,1.0,5.0,5.0,419,6419,2.0,1.0,2.0,2.0,1.0,2.0,HUANCAYO,7.399577167019028,12,24
1.0,1.0,5400.0,51.0,6.0,3.0,2.0,5.0,1.0,419,6419,2.0,1.0,2.0,4.0,1.0,2.0,MIRAFLORES,24.623803009575926,15,97
1.0,1.0,2500.0,40.0,4.0,3.0,6.0,2.0,5.0,217,8423,2.0,2.0,2.0,2.0,1.0,2.0,SAN JUAN DE MIRAFLORES,14.534883720930232,15,205
1.0,2.0,1200.0,55.0,0.0,3.0,2.0,5.0,4.0,381,8530,2.0,2.0,2.0,3.0,1.0,2.0,MOQUEGUA,5.07399577167019,18,82
1.0,2.0,1100.0,25.0,1.0,3.0,2.0,3.0,5.0,242,8521,1.0,2.0,1.0,3.0,1.0,1.0,VILLA MARIA DEL TRIUNFO,10.232558139534884,15,272
1.0,2.0,1500.0,46.0,0.0,3.0,2.0,5.0,1.0,312,7110,2.0,1.0,2.0,3.0,1.0,2.0,COMAS,7.583417593528818,15,193
1.0,2.0,2400.0,49.0,3.0,3.0,2.0,5.0,3.0,436,4923,2.0,2.0,2.0,3.0,1.0,2.0,LOS OLIVOS,11.390602752728999,15,7
1.0,1.0,750.0,40.0,1.0,3.0,5.0,2.0,5.0,342,8423,0.0,1.0,1.0,3.0,1.0,1.0,TAMBOPATA,4.3604651162790695,17,181
1.0,2.0,1000.0,48.0,0.0,3.0,2.0,5.0,3.0,313,4741,2.0,1.0,2.0,3.0,1.0,2.0,MOQUEGUA,4.844961240310078,18,205
1.0,1.0,2000.0,28.0,0.0,3.0,3.0,5.0,1.0,381,7020,2.0,2.0,2.0,2.0,1.0,2.0,LOS OLIVOS,16.611295681063122,15,97
1.0,1.0,1290.0,49.0,2.0,3.0,2.0,5.0,5.0,262,6419,1.0,1.0,2.0,3.0,2.0,2.0,FERREÑAFE,6.122448979591837,14,97
1.0,1.0,900.0,54.0,0.0,3.0,5.0,5.0,1.0,411,4649,1.0,1.0,2.0,3.0,1.0,1.0,PUEBLO NUEVO,3.8759689922480622,14,250
1.0,1.0,4000.0,48.0,0.0,3.0,1.0,5.0,4.0,335,5223,1.0,2.0,2.0,1.0,1.0,2.0,JESUS MARIA,19.379844961240313,15,2
1.0,2.0,2000.0,47.0,0.0,3.0,5.0,2.0,5.0,379,8413,1.0,1.0,1.0,3.0,1.0,2.0,SAN MARTIN DE PORRES,9.896091044037606,15,55
1.0,2.0,1200.0,44.0,3.0,3.0,6.0,2.0,5.0,453,8411,2.0,1.0,2.0,2.0,1.0,2.0,CAJAMARCA,6.342494714587739,6,7
1.0,1.0,1200.0,40.0,1.0,3.0,5.0,2.0,5.0,252,8413,2.0,2.0,2.0,4.0,1.0,1.0,YANACANCHA,6.976744186046512,19,82
1.0,1.0,1300.0,44.0,2.0,3.0,,1.0,,381,8423,0.0,1.0,2.0,2.0,1.0,2.0,LA VICTORIA,6.871035940803383,15,292
1.0,2.0,1000.0,35.0,0.0,3.0,1.0,5.0,5.0,218,4100,0.0,1.0,2.0,2.0,1.0,2.0,SANTIAGO DE SURCO,6.644518272425249,15,31
1.0,1.0,600.0,44.0,0.0,3.0,4.0,5.0,5.0,319,6110,2.0,2.0,2.0,2.0,1.0,2.0,PILLCO MARCA,3.1712473572938693,10,207
1.0,2.0,2000.0,36.0,3.0,3.0,2.0,2.0,5.0,235,8610,1.0,2.0,1.0,2.0,1.0,2.0,PIURA,12.919896640826876,20,287
1.0,1.0,720.0,48.0,0.0,3.0,2.0,5.0,4.0,419,6419,2.0,2.0,2.0,3.0,1.0,2.0,IQUITOS,3.4883720930232562,16,2
1.0,2.0,1500.0,28.0,1.0,3.0,2.0,5.0,5.0,251,6920,1.0,1.0,2.0,2.0,1.0,2.0,YANAHUARA,12.458471760797343,4,197
1.0,1.0,1650.0,40.0,0.0,3.0,2.0,5.0,2.0,313,3510,2.0,1.0,1.0,3.0,2.0,2.0,CERRO COLORADO,9.593023255813954,4,241
1.0,1.0,2500.0,40.0,3.0,3.0,1.0,5.0,4.0,319,5610,2.0,1.0,2.0,1.0,1.0,1.0,SAN JUAN DE MIRAFLORES,14.534883720930232,15,241
1.0,2.0,1000.0,36.0,0.0,3.0,2.0,3.0,5.0,348,8610,2.0,1.0,2.0,3.0,1.0,2.0,SANTIAGO DE SURCO,6.459948320413438,15,306
1.0,1.0,2200.0,40.0,3.0,3.0,6.0,2.0,5.0,262,8411,2.0,1.0,2.0,2.0,1.0,2.0,JULIACA,12.790697674418604,21,241
1.0,2.0,2200.0,44.0,4.0,3.0,2.0,5.0,5.0,262,6419,1.0,1.0,2.0,4.0,1.0,2.0,PIURA,11.627906976744187,20,3
1.0,2.0,2000.0,40.0,2.0,3.0,2.0,2.0,5.0,234,8413,2.0,2.0,1.0,3.0,2.0,1.0,SAN PEDRO,11.627906976744185,8,181
1.0,2.0,1600.0,40.0,4.0,3.0,2.0,5.0,5.0,381,6202,2.0,1.0,2.0,1.0,1.0,2.0,SANTA ANITA,9.30232558139535,15,7
1.0,2.0,250.0,36.0,0.0,3.0,4.0,2.0,5.0,347,8610,0.0,2.0,2.0,3.0,1.0,2.0,AMARILIS,2.3255813953488373,10,289
1.0,1.0,2500.0,44.0,0.0,3.0,2.0,5.0,5.0,217,6110,1.0,1.0,2.0,2.0,1.0,2.0,CHANCAY,13.213530655391121,15,205
1.0,2.0,1150.0,40.0,0.0,3.0,2.0,5.0,2.0,381,7020,1.0,1.0,2.0,3.0,1.0,2.0,SANTIAGO DE SURCO,6.686046511627907,15,7
1.0,2.0,1200.0,48.0,1.0,3.0,2.0,5.0,4.0,381,6110,2.0,2.0,2.0,2.0,1.0,2.0,AMARILIS,5.813953488372094,10,82
1.0,2.0,1470.0,20.0,0.0,3.0,2.0,5.0,3.0,241,8530,1.0,1.0,1.0,2.0,1.0,2.0,CAJAMARCA,17.093023255813954,6,90
1.0,1.0,1250.0,45.0,2.0,3.0,4.0,5.0,5.0,381,2410,2.0,1.0,2.0,1.0,1.0,2.0,JOSE LUIS BUSTAMANTE Y RIVERO,6.459948320413437,4,241
1.0,2.0,500.0,20.0,4.0,3.0,1.0,5.0,5.0,455,6419,0.0,1.0,2.0,1.0,1.0,2.0,PAUCARPATA,5.813953488372093,4,5
1.0,2.0,2500.0,44.0,3.0,3.0,6.0,2.0,5.0,233,8610,1.0,1.0,2.0,2.0,1.0,2.0,SAN JUAN DE LURIGANCHO,13.213530655391121,15,285
1.0,2.0,1800.0,40.0,0.0,3.0,2.0,5.0,4.0,381,8292,1.0,1.0,1.0,2.0,1.0,1.0,HUAURA,10.465116279069768,15,54
1.0,2.0,800.0,40.0,0.0,3.0,2.0,2.0,5.0,319,8411,2.0,1.0,2.0,2.0,1.0,2.0,RIMAC,4.651162790697675,15,207
1.0,2.0,900.0,36.0,4.0,3.0,2.0,5.0,2.0,239,8620,1.0,1.0,1.0,3.0,1.0,1.0,ICA,5.813953488372094,11,156
1.0,2.0,2950.0,40.0,0.0,3.0,2.0,2.0,5.0,411,8412,2.0,1.0,2.0,4.0,1.0,1.0,ANDAHUAYLAS,17.151162790697676,3,3
1.0,1.0,950.0,49.0,3.0,3.0,5.0,5.0,1.0,381,5210,0.0,2.0,2.0,3.0,1.0,1.0,TACNA,4.508780256288563,23,3
1.0,1.0,1500.0,40.0,0.0,3.0,1.0,5.0,1.0,375,5229,2.0,2.0,2.0,1.0,1.0,2.0,LOS OLIVOS,8.720930232558139,15,281
1.0,1.0,4000.0,48.0,0.0,3.0,2.0,5.0,3.0,266,4540,2.0,2.0,1.0,3.0,1.0,2.0,SAN JUAN DE LURIGANCHO,19.379844961240313,15,241
1.0,1.0,900.0,48.0,0.0,3.0,3.0,5.0,1.0,381,6920,2.0,2.0,2.0,3.0,1.0,2.0,JULIACA,4.36046511627907,21,82
1.0,2.0,2200.0,84.0,2.0,3.0,5.0,2.0,5.0,217,8411,2.0,1.0,1.0,3.0,1.0,2.0,JULIACA,6.0908084163898115,21,82
1.0,1.0,1200.0,40.0,2.0,3.0,1.0,5.0,4.0,381,8549,0.0,2.0,2.0,2.0,1.0,2.0,SANTA ANITA,6.976744186046512,15,7
1.0,2.0,2000.0,49.0,2.0,3.0,2.0,5.0,5.0,253,4630,1.0,2.0,1.0,2.0,1.0,2.0,JESUS MARIA,9.492168960607499,15,294
1.0,2.0,2500.0,45.0,0.0,3.0,1.0,5.0,5.0,262,4719,0.0,2.0,2.0,3.0,2.0,2.0,JESUS MARIA,12.919896640826874,15,194
1.0,2.0,2000.0,51.0,0.0,3.0,1.0,5.0,1.0,366,4100,0.0,2.0,2.0,3.0,1.0,2.0,CALLERIA,9.119927040583676,25,54
1.0,2.0,3000.0,71.0,2.0,3.0,2.0,5.0,3.0,229,990,2.0,1.0,2.0,3.0,1.0,1.0,CASTILLA,9.82640026203734,20,257
1.0,2.0,650.0,40.0,0.0,3.0,5.0,5.0,1.0,571,4630,0.0,2.0,2.0,5.0,1.0,1.0,HUARAL,3.7790697674418605,15,307
1.0,2.0,1000.0,24.0,3.0,3.0,5.0,5.0,4.0,461,7320,0.0,2.0,2.0,2.0,1.0,1.0,ALTO SELVA ALEGRE,9.689922480620156,4,27
1.0,2.0,649.5,36.0,0.0,3.0,7.0,5.0,1.0,451,5630,0.0,2.0,2.0,5.0,1.0,1.0,ALTO SELVA ALEGRE,4.195736434108528,4,120
1.0,1.0,790.0,20.0,1.0,3.0,2.0,5.0,5.0,241,8530,2.0,2.0,1.0,4.0,1.0,2.0,VILLA MARIA DEL TRIUNFO,9.186046511627907,15,120
1.0,2.0,1800.0,45.0,2.0,3.0,2.0,5.0,3.0,423,4290,0.0,1.0,2.0,3.0,1.0,2.0,LIRCAY,9.30232558139535,9,51
1.0,1.0,1700.0,40.0,0.0,3.0,2.0,5.0,3.0,217,4711,1.0,2.0,2.0,2.0,2.0,2.0,LURIN,9.883720930232558,15,209
1.0,1.0,1000.0,40.0,1.0,3.0,2.0,2.0,5.0,381,8411,0.0,2.0,2.0,2.0,1.0,2.0,LOS OLIVOS,5.813953488372093,15,90
1.0,2.0,2300.0,48.0,5.0,3.0,2.0,5.0,2.0,235,8620,1.0,2.0,2.0,2.0,1.0,2.0,JOSE LUIS BUSTAMANTE Y RIVERO,11.14341085271318,4,273
1.0,1.0,4000.0,40.0,5.0,3.0,5.0,2.0,5.0,235,8610,1.0,2.0,1.0,3.0,1.0,1.0,JOSE LUIS BUSTAMANTE Y RIVERO,23.25581395348837,4,273
1.0,2.0,850.0,45.0,0.0,3.0,2.0,5.0,4.0,418,113,1.0,2.0,2.0,3.0,1.0,1.0,MARIANO MELGAR,4.392764857881137,4,3
1.0,1.0,2000.0,77.0,4.0,3.0,2.0,5.0,4.0,269,729,1.0,2.0,2.0,5.0,1.0,1.0,JACOBO HUNTER,6.040471156750227,4,307
1.0,1.0,800.0,36.0,0.0,3.0,2.0,5.0,3.0,236,8620,1.0,2.0,2.0,3.0,1.0,2.0,EL AGUSTINO,5.16795865633075,15,289
1.0,1.0,7000.0,40.0,5.0,3.0,1.0,5.0,3.0,254,6910,1.0,1.0,2.0,2.0,1.0,2.0,MIRAFLORES,40.69767441860465,15,89
1.0,1.0,1500.0,40.0,5.0,3.0,5.0,5.0,1.0,317,4100,1.0,1.0,2.0,4.0,1.0,2.0,MIRAFLORES,8.720930232558139,15,33
1.0,2.0,3000.0,55.0,3.0,3.0,2.0,5.0,4.0,411,7020,1.0,1.0,1.0,3.0,1.0,2.0,VEINTISEIS DE OCTUBRE,12.684989429175475,20,241
1.0,1.0,3800.0,45.0,4.0,3.0,2.0,5.0,5.0,419,6419,2.0,1.0,1.0,3.0,1.0,1.0,CAYMA,19.638242894056848,4,82
1.0,2.0,1500.0,39.0,1.0,3.0,5.0,2.0,5.0,268,8530,1.0,2.0,1.0,2.0,1.0,2.0,TARAPOTO,8.94454382826476,22,294
1.0,1.0,850.0,21.0,0.0,3.0,5.0,2.0,5.0,335,8413,0.0,2.0,2.0,5.0,1.0,1.0,ICA,9.413067552602437,11,97
1.0,2.0,1500.0,40.0,1.0,3.0,6.0,2.0,5.0,412,8411,2.0,2.0,2.0,2.0,1.0,2.0,WANCHAQ,8.720930232558139,8,89
1.0,2.0,3100.0,55.0,5.0,3.0,2.0,2.0,5.0,258,8423,1.0,1.0,1.0,3.0,1.0,2.0,CHILCA,13.10782241014799,12,90
1.0,1.0,980.0,30.0,2.0,3.0,2.0,5.0,3.0,213,2220,0.0,1.0,2.0,2.0,1.0,1.0,SAN JUAN DE LURIGANCHO,7.596899224806202,15,257
1.0,2.0,1500.0,40.0,2.0,3.0,2.0,5.0,2.0,451,5229,2.0,2.0,2.0,2.0,2.0,2.0,SANTA ROSA,8.720930232558139,15,3
1.0,2.0,1500.0,45.0,1.0,3.0,2.0,5.0,2.0,376,2920,2.0,1.0,2.0,2.0,1.0,2.0,CARABAYLLO,7.751937984496124,15,70
1.0,2.0,1200.0,33.0,1.0,3.0,2.0,5.0,3.0,242,8521,1.0,2.0,2.0,2.0,1.0,1.0,TARAPOTO,8.456659619450317,22,103
1.0,1.0,950.0,20.0,2.0,3.0,5.0,5.0,2.0,243,8521,2.0,2.0,1.0,4.0,2.0,1.0,SOCABAYA,11.046511627906977,4,241
1.0,2.0,1500.0,36.0,4.0,3.0,5.0,5.0,5.0,235,8620,1.0,1.0,1.0,2.0,1.0,2.0,SAN BORJA,9.689922480620156,15,274
1.0,1.0,1500.0,49.0,1.0,3.0,2.0,5.0,1.0,342,7490,2.0,2.0,1.0,4.0,1.0,1.0,TINTAY PUNCU,7.119126720455625,9,263
1.0,2.0,1100.0,40.0,1.0,3.0,2.0,5.0,4.0,239,8610,1.0,2.0,2.0,3.0,1.0,1.0,EL PORVENIR,6.395348837209302,13,156
1.0,2.0,800.0,25.0,1.0,3.0,1.0,5.0,1.0,233,8620,1.0,1.0,2.0,1.0,1.0,2.0,TRUJILLO,7.441860465116279,13,283
1.0,2.0,500.0,20.0,0.0,3.0,7.0,5.0,1.0,244,8510,0.0,1.0,2.0,2.0,1.0,2.0,CHICLAYO,5.813953488372093,14,294
1.0,1.0,2000.0,40.0,3.0,3.0,2.0,2.0,5.0,312,8411,2.0,1.0,2.0,4.0,1.0,1.0,CARHUAZ,11.627906976744185,2,258
1.0,2.0,2000.0,49.0,0.0,3.0,1.0,5.0,1.0,217,6202,2.0,1.0,2.0,3.0,1.0,1.0,SAN BORJA,9.492168960607499,15,255
1.0,1.0,2000.0,40.0,4.0,3.0,6.0,2.0,5.0,234,7210,1.0,2.0,2.0,4.0,1.0,1.0,CASTILLA,11.627906976744185,20,25
1.0,2.0,1250.0,44.0,1.0,3.0,2.0,2.0,5.0,251,8411,2.0,2.0,2.0,2.0,1.0,2.0,JULIACA,6.606765327695561,21,54
1.0,2.0,450.0,20.0,1.0,3.0,7.0,5.0,5.0,415,5320,1.0,1.0,1.0,1.0,1.0,1.0,MIRAFLORES,5.232558139534884,4,27
1.0,1.0,4200.0,40.0,2.0,3.0,1.0,5.0,4.0,217,6202,1.0,1.0,1.0,2.0,1.0,2.0,SAN JUAN DE LURIGANCHO,24.41860465116279,15,207
1.0,1.0,3500.0,56.0,2.0,3.0,5.0,5.0,2.0,411,7490,2.0,2.0,2.0,4.0,1.0,1.0,EL AGUSTINO,14.534883720930234,15,238
1.0,2.0,1800.0,60.0,0.0,3.0,6.0,2.0,5.0,239,8610,1.0,2.0,1.0,3.0,1.0,1.0,EL TAMBO,6.976744186046512,12,156
1.0,2.0,1438.0,36.0,3.0,3.0,2.0,2.0,5.0,239,8610,1.0,2.0,1.0,2.0,1.0,1.0,TRUJILLO,9.289405684754524,13,156
1.0,2.0,265.0,84.0,5.0,3.0,5.0,2.0,5.0,235,8620,1.0,2.0,2.0,4.0,1.0,1.0,SANTA ANITA,2.3255813953488373,15,274
1.0,2.0,2100.0,40.0,2.0,3.0,6.0,2.0,5.0,462,8411,1.0,1.0,2.0,5.0,1.0,2.0,CALLAO,12.209302325581396,7,2
1.0,1.0,2500.0,46.0,1.0,3.0,1.0,5.0,4.0,411,2513,1.0,1.0,2.0,3.0,2.0,1.0,PAUCARPATA,12.63902932254803,4,3
1.0,1.0,1100.0,40.0,0.0,3.0,2.0,5.0,2.0,321,8521,0.0,2.0,2.0,3.0,1.0,2.0,JOSE LUIS BUSTAMANTE Y RIVERO,6.395348837209302,4,218
1.0,2.0,1300.0,40.0,2.0,3.0,5.0,2.0,5.0,461,8411,2.0,2.0,2.0,2.0,1.0,1.0,ABANCAY,7.558139534883721,3,181
1.0,1.0,4000.0,40.0,2.0,3.0,2.0,5.0,3.0,217,4651,1.0,1.0,2.0,2.0,1.0,2.0,INDEPENDENCIA,23.25581395348837,15,205
1.0,2.0,2100.0,40.0,0.0,3.0,2.0,2.0,5.0,381,8423,1.0,1.0,2.0,2.0,1.0,2.0,MOQUEGUA,12.209302325581396,18,89
1.0,2.0,4000.0,40.0,2.0,3.0,6.0,2.0,5.0,252,8890,1.0,1.0,1.0,3.0,1.0,1.0,AYACUCHO,23.25581395348837,5,3
1.0,2.0,3200.0,40.0,0.0,3.0,1.0,5.0,4.0,252,4510,2.0,2.0,2.0,3.0,1.0,2.0,LA MOLINA,18.6046511627907,15,3
1.0,1.0,4900.0,48.0,5.0,3.0,2.0,5.0,5.0,235,8620,1.0,1.0,1.0,3.0,1.0,1.0,LA VICTORIA,23.740310077519382,15,292
1.0,2.0,2400.0,51.0,0.0,3.0,1.0,5.0,4.0,419,6419,1.0,1.0,2.0,2.0,1.0,1.0,MOTUPE,10.943912448700411,14,3
1.0,2.0,1800.0,45.0,0.0,3.0,1.0,2.0,5.0,229,8411,2.0,1.0,1.0,3.0,1.0,1.0,VILLA EL SALVADOR,9.30232558139535,15,189
1.0,2.0,1040.0,45.0,4.0,3.0,2.0,5.0,2.0,372,6511,1.0,2.0,2.0,2.0,1.0,2.0,LOS OLIVOS,5.374677002583979,15,55
1.0,2.0,1300.0,30.0,0.0,3.0,2.0,2.0,5.0,244,8412,1.0,1.0,2.0,2.0,1.0,1.0,SAN JUAN DE LURIGANCHO,10.077519379844961,15,109
1.0,1.0,4000.0,39.0,5.0,3.0,1.0,5.0,3.0,375,729,2.0,2.0,2.0,1.0,1.0,2.0,SAN ISIDRO,23.85211687537269,15,2
1.0,2.0,900.0,36.0,0.0,3.0,2.0,5.0,2.0,239,8620,1.0,1.0,2.0,2.0,1.0,2.0,EL TAMBO,5.813953488372094,12,156
1.0,2.0,1600.0,44.0,0.0,3.0,2.0,5.0,2.0,381,4510,2.0,1.0,1.0,2.0,1.0,1.0,TRUJILLO,8.456659619450317,13,87
1.0,1.0,2500.0,68.0,0.0,3.0,2.0,5.0,4.0,335,6110,1.0,2.0,2.0,2.0,1.0,2.0,SAN MIGUEL,8.549931600547197,15,205
1.0,2.0,4000.0,56.0,1.0,3.0,2.0,5.0,5.0,335,4923,1.0,1.0,2.0,3.0,1.0,1.0,LA MOLINA,16.611295681063122,15,218
1.0,2.0,2500.0,40.0,3.0,3.0,2.0,2.0,5.0,258,8423,2.0,1.0,2.0,2.0,1.0,2.0,LOS OLIVOS,14.534883720930232,15,55
1.0,1.0,3000.0,40.0,4.0,3.0,2.0,5.0,4.0,269,7220,1.0,1.0,1.0,3.0,1.0,1.0,AYACUCHO,17.441860465116278,5,28
1.0,2.0,1100.0,40.0,0.0,3.0,2.0,5.0,5.0,442,6910,1.0,1.0,2.0,4.0,1.0,1.0,PUNO,6.395348837209302,21,2
1.0,2.0,4700.0,48.0,0.0,3.0,1.0,5.0,4.0,262,6630,2.0,2.0,2.0,2.0,1.0,2.0,MIRAFLORES,22.771317829457367,15,97
1.0,1.0,1600.0,48.0,1.0,3.0,2.0,5.0,5.0,229,1410,0.0,2.0,1.0,3.0,1.0,2.0,SAN JUAN DE LURIGANCHO,7.7519379844961245,15,260
1.0,1.0,2000.0,44.0,0.0,3.0,1.0,5.0,1.0,251,4390,1.0,2.0,2.0,4.0,1.0,1.0,CAJAMARCA,10.570824524312897,6,82
1.0,1.0,2500.0,30.0,0.0,3.0,6.0,2.0,5.0,235,8610,1.0,2.0,1.0,3.0,1.0,2.0,SANTIAGO DE SURCO,19.37984496124031,15,274
1.0,2.0,1500.0,40.0,0.0,3.0,6.0,2.0,5.0,251,8610,2.0,2.0,1.0,2.0,1.0,2.0,ABANCAY,8.720930232558139,3,54
1.0,1.0,2500.0,48.0,4.0,3.0,7.0,5.0,4.0,418,4290,1.0,1.0,2.0,3.0,2.0,1.0,PAUCARPATA,12.112403100775195,4,193
1.0,1.0,2000.0,48.0,2.0,3.0,2.0,5.0,4.0,213,2029,2.0,2.0,2.0,3.0,1.0,1.0,SANTIAGO DE SURCO,9.689922480620156,15,298
1.0,2.0,2700.0,41.0,4.0,3.0,6.0,2.0,5.0,367,8412,1.0,2.0,1.0,4.0,1.0,1.0,HUANCAVELICA,15.314804310833807,9,287
1.0,2.0,1300.0,40.0,1.0,3.0,5.0,2.0,5.0,423,8412,2.0,2.0,2.0,4.0,1.0,1.0,ICA,7.558139534883721,11,42
1.0,2.0,1250.0,48.0,0.0,3.0,2.0,5.0,4.0,242,8521,1.0,1.0,2.0,2.0,1.0,1.0,CHICLAYO,6.056201550387597,14,65
1.0,1.0,1800.0,40.0,0.0,3.0,6.0,2.0,5.0,413,8411,1.0,1.0,2.0,3.0,1.0,2.0,CHANCHAMAYO,10.465116279069768,12,90
1.0,2.0,3340.0,45.0,2.0,3.0,2.0,5.0,1.0,423,4741,1.0,1.0,1.0,4.0,1.0,1.0,LA VICTORIA,17.260981912144704,15,42
1.0,1.0,1800.0,52.0,0.0,3.0,5.0,5.0,1.0,572,4773,0.0,1.0,2.0,2.0,1.0,1.0,ABANCAY,8.050089445438283,3,3
1.0,1.0,700.0,12.0,1.0,3.0,2.0,5.0,5.0,367,7020,2.0,1.0,1.0,3.0,1.0,2.0,JOSE LUIS BUSTAMANTE Y RIVERO,13.565891472868218,4,295
1.0,1.0,4000.0,40.0,3.0,3.0,5.0,2.0,5.0,266,8411,1.0,2.0,1.0,5.0,1.0,1.0,AMARILIS,23.25581395348837,10,56
1.0,1.0,4000.0,48.0,0.0,3.0,2.0,5.0,4.0,312,4210,2.0,1.0,1.0,3.0,1.0,2.0,MOQUEGUA,19.379844961240313,18,193
1.0,1.0,1800.0,45.0,1.0,3.0,2.0,5.0,2.0,321,9511,1.0,1.0,2.0,2.0,1.0,1.0,VILLA EL SALVADOR,9.30232558139535,15,219
1.0,2.0,3200.0,30.0,1.0,3.0,2.0,2.0,5.0,239,8610,1.0,1.0,1.0,2.0,1.0,1.0,SANTIAGO,24.8062015503876,8,156
1.0,1.0,1500.0,62.0,1.0,3.0,2.0,5.0,2.0,319,6110,2.0,1.0,2.0,3.0,1.0,1.0,CHAUPIMARCA,5.626406601650413,19,209
1.0,1.0,2400.0,54.0,0.0,3.0,1.0,2.0,5.0,319,8423,1.0,2.0,2.0,3.0,1.0,1.0,HUANUCO,10.335917312661499,10,205
1.0,2.0,2500.0,30.0,0.0,3.0,1.0,5.0,3.0,348,8620,1.0,2.0,1.0,2.0,1.0,2.0,SAN JUAN DE LURIGANCHO,19.37984496124031,15,306
