culmino_estudio,genero,ingreso_mensual,horas_semanales,ingreso_primer_empleo,categoria_ocupacional,tipo_contrato,sector_laboral,tamanio_empresa,ocupacion_cod,actividad_economica_cod,titulado,cuadro_merito,postgrado,idioma_extranjero,practicas_preprof,gestion_universidad,distrito,salario_hora,departamento_id,carrera_id
1.0,2.0,1300.0,20.0,1.0,3.0,2.0,2.0,5.0,244,8510,1.0,1.0,2.0,3.0,1.0,1.0,CAJAMARCA,15.116279069767442,6,114
1.0,1.0,1500.0,45.0,0.0,3.0,2.0,5.0,4.0,221,6110,2.0,2.0,2.0,3.0,1.0,1.0,RIMAC,7.751937984496124,15,214
1.0,1.0,2700.0,67.0,2.0,3.0,2.0,3.0,5.0,419,6419,1.0,1.0,2.0,3.0,1.0,1.0,ANTA,9.371745921555016,8,82
1.0,1.0,800.0,20.0,0.0,3.0,7.0,5.0,3.0,335,3312,2.0,1.0,2.0,3.0,2.0,1.0,PAUCARPATA,9.30232558139535,4,257
1.0,1.0,600.0,11.0,0.0,3.0,7.0,5.0,3.0,381,7020,2.0,1.0,2.0,2.0,1.0,2.0,HUANCAYO,12.684989429175477,12,24
1.0,1.0,1732.0,66.0,1.0,3.0,1.0,5.0,5.0,419,6419,0.0,1.0,2.0,2.0,1.0,2.0,SAN VICENTE DE CAÃETE,6.102889358703312,15,90
1.0,2.0,1050.0,40.0,1.0,3.0,2.0,3.0,5.0,242,8521,1.0,1.0,1.0,2.0,1.0,1.0,CHIMBOTE,6.104651162790698,2,109
1.0,1.0,750.0,40.0,1.0,3.0,1.0,3.0,5.0,451,6411,0.0,2.0,2.0,3.0,1.0,1.0,CHIMBOTE,4.3604651162790695,2,55
1.0,2.0,4000.0,77.0,0.0,3.0,2.0,5.0,5.0,411,729,1.0,2.0,2.0,2.0,2.0,2.0,WANCHAQ,12.080942313500454,8,3
1.0,2.0,1900.0,45.0,1.0,3.0,2.0,5.0,3.0,266,5813,2.0,1.0,2.0,2.0,1.0,2.0,SURQUILLO,9.819121447028424,15,55
1.0,2.0,570.0,25.0,0.0,3.0,2.0,5.0,1.0,243,8510,1.0,1.0,2.0,1.0,1.0,2.0,JOSE LEONARDO ORTIZ,5.3023255813953485,14,114
1.0,1.0,3500.0,48.0,3.0,3.0,5.0,2.0,5.0,421,8530,2.0,2.0,2.0,2.0,1.0,2.0,MORALES,16.957364341085274,22,97
1.0,1.0,3600.0,45.0,0.0,3.0,2.0,5.0,4.0,411,5011,1.0,1.0,2.0,5.0,1.0,2.0,SAN MIGUEL,18.6046511627907,15,7
1.0,1.0,1100.0,60.0,3.0,3.0,2.0,5.0,3.0,418,4730,0.0,2.0,2.0,2.0,1.0,1.0,TAMBURCO,4.263565891472868,3,181
1.0,2.0,1014.0,22.0,3.0,3.0,2.0,3.0,5.0,243,8521,1.0,1.0,1.0,4.0,1.0,1.0,SIHUAS,10.718816067653277,2,105
1.0,2.0,7000.0,56.0,5.0,3.0,6.0,2.0,5.0,411,8412,1.0,1.0,1.0,3.0,1.0,2.0,BREÃA,29.069767441860467,15,171
1.0,1.0,1300.0,76.0,2.0,3.0,1.0,5.0,1.0,418,5813,1.0,2.0,2.0,4.0,1.0,1.0,PIURA,3.9779681762545898,20,55
1.0,1.0,2000.0,48.0,3.0,3.0,2.0,5.0,3.0,451,321,1.0,1.0,1.0,4.0,1.0,1.0,TUMBES,9.689922480620156,24,82
1.0,1.0,1200.0,47.0,0.0,3.0,7.0,5.0,1.0,319,4741,0.0,1.0,2.0,2.0,1.0,2.0,HUALLANCA,5.937654626422563,2,205
1.0,2.0,2300.0,40.0,0.0,3.0,2.0,5.0,5.0,252,9499,2.0,1.0,2.0,4.0,1.0,1.0,CAJAMARCA,13.372093023255815,6,82
1.0,2.0,700.0,34.0,2.0,6.0,7.0,,1.0,941,9700,0.0,2.0,2.0,2.0,1.0,2.0,CHICLAYO,4.7879616963064295,14,109
1.0,1.0,1740.0,45.0,1.0,3.0,5.0,5.0,5.0,421,7110,1.0,1.0,1.0,4.0,1.0,1.0,CHICLAYO,8.992248062015504,14,97
1.0,2.0,800.0,36.0,0.0,3.0,7.0,5.0,1.0,454,5510,2.0,2.0,2.0,2.0,1.0,1.0,TACNA,5.16795865633075,23,156
1.0,1.0,800.0,45.0,0.0,3.0,2.0,3.0,5.0,381,6419,2.0,2.0,2.0,3.0,1.0,1.0,POCOLLAY,4.134366925064599,23,82
1.0,2.0,1000.0,36.0,1.0,3.0,2.0,2.0,5.0,235,8610,1.0,2.0,2.0,2.0,1.0,2.0,IMPERIAL,6.459948320413438,15,287
1.0,1.0,866.0,26.0,1.0,3.0,7.0,5.0,1.0,927,4789,1.0,1.0,2.0,2.0,1.0,2.0,NUEVO CHIMBOTE,7.745974955277281,2,90
1.0,1.0,3050.0,44.0,0.0,3.0,1.0,5.0,3.0,217,2920,0.0,2.0,2.0,1.0,1.0,2.0,EL TAMBO,16.120507399577168,12,205
1.0,2.0,1400.0,44.0,0.0,3.0,2.0,5.0,3.0,421,6110,0.0,1.0,2.0,3.0,1.0,2.0,LA VICTORIA,7.399577167019028,14,3
1.0,1.0,4200.0,40.0,6.0,3.0,2.0,5.0,4.0,217,3510,2.0,2.0,2.0,2.0,1.0,2.0,RIMAC,24.41860465116279,15,212
1.0,1.0,2000.0,40.0,4.0,3.0,5.0,2.0,5.0,335,8411,2.0,2.0,2.0,3.0,1.0,1.0,TAMBOPATA,11.627906976744185,17,235
1.0,2.0,1500.0,30.0,0.0,3.0,2.0,2.0,5.0,243,8510,1.0,1.0,1.0,2.0,1.0,1.0,PUNO,11.627906976744185,21,114
1.0,2.0,850.0,48.0,1.0,3.0,2.0,5.0,1.0,375,4649,1.0,2.0,2.0,3.0,1.0,2.0,SAN JUAN DE MIRAFLORES,4.1182170542635665,15,114
1.0,1.0,1500.0,40.0,2.0,3.0,2.0,5.0,3.0,419,6419,2.0,2.0,2.0,3.0,1.0,2.0,YUNGAY,8.720930232558139,2,82
1.0,2.0,3000.0,42.0,0.0,3.0,2.0,5.0,5.0,253,729,2.0,2.0,2.0,2.0,1.0,2.0,SANTIAGO DE SURCO,16.611295681063122,15,294
1.0,1.0,750.0,40.0,2.0,3.0,2.0,2.0,5.0,319,8411,2.0,1.0,1.0,2.0,1.0,1.0,TRUJILLO,4.3604651162790695,13,244
1.0,2.0,5500.0,77.0,6.0,3.0,2.0,5.0,5.0,229,729,1.0,1.0,1.0,3.0,1.0,1.0,CASTILLA,16.611295681063126,20,199
1.0,2.0,4800.0,55.0,0.0,3.0,1.0,5.0,3.0,419,6419,1.0,1.0,2.0,1.0,1.0,2.0,MIRAFLORES,20.29598308668076,15,2
1.0,2.0,600.0,56.0,1.0,3.0,5.0,2.0,5.0,239,8890,1.0,2.0,2.0,4.0,1.0,2.0,CARHUAZ,2.4916943521594686,2,156
1.0,2.0,1200.0,35.0,0.0,3.0,5.0,2.0,5.0,413,8411,0.0,1.0,2.0,4.0,1.0,1.0,AMBO,7.973421926910299,10,287
1.0,2.0,800.0,28.0,0.0,3.0,7.0,5.0,1.0,541,9602,0.0,2.0,2.0,3.0,2.0,2.0,JOSE LUIS BUSTAMANTE Y RIVERO,6.64451827242525,4,11
1.0,1.0,750.0,45.0,1.0,3.0,4.0,5.0,3.0,381,6910,2.0,1.0,2.0,2.0,1.0,2.0,YANAHUARA,3.875968992248062,4,89
1.0,2.0,2500.0,60.0,2.0,3.0,1.0,5.0,5.0,251,6920,1.0,2.0,1.0,1.0,1.0,2.0,SACHACA,9.689922480620154,4,82
1.0,2.0,1800.0,84.0,0.0,3.0,1.0,5.0,5.0,335,729,2.0,1.0,2.0,2.0,1.0,2.0,CAJAMARCA,4.983388704318937,6,205
1.0,1.0,2500.0,40.0,4.0,3.0,6.0,2.0,5.0,335,8890,2.0,2.0,2.0,2.0,1.0,1.0,ABANCAY,14.534883720930232,3,181
1.0,2.0,1100.0,48.0,3.0,3.0,2.0,5.0,4.0,381,7310,0.0,2.0,2.0,2.0,1.0,2.0,PIURA,5.329457364341086,20,3
1.0,1.0,649.5,10.0,4.0,3.0,7.0,5.0,1.0,396,9000,1.0,2.0,2.0,4.0,1.0,1.0,TRUJILLO,15.104651162790697,13,137
1.0,2.0,760.0,40.0,0.0,3.0,7.0,5.0,1.0,391,1811,2.0,1.0,2.0,4.0,1.0,2.0,CHINCHA ALTA,4.4186046511627906,11,205
1.0,2.0,1750.0,45.0,0.0,3.0,2.0,5.0,2.0,413,6419,2.0,2.0,2.0,3.0,1.0,2.0,SAN JERONIMO,9.043927648578812,3,53
1.0,1.0,2100.0,48.0,3.0,3.0,5.0,2.0,5.0,461,8411,1.0,2.0,2.0,3.0,1.0,1.0,ICA,10.174418604651164,11,25
1.0,1.0,2750.0,41.0,1.0,3.0,1.0,2.0,5.0,319,8423,1.0,1.0,1.0,3.0,1.0,2.0,NUEVO CHIMBOTE,15.59841179807147,2,207
1.0,2.0,600.0,55.0,1.0,3.0,1.0,5.0,2.0,451,6419,2.0,1.0,2.0,3.0,1.0,1.0,VEINTISEIS DE OCTUBRE,2.536997885835095,20,50
1.0,2.0,1300.0,49.0,3.0,3.0,2.0,5.0,5.0,419,6419,1.0,1.0,2.0,5.0,1.0,1.0,CHICLAYO,6.169909824394875,14,197
1.0,1.0,400.0,7.744999999999997,2.0,4.0,7.0,5.0,1.0,981,729,2.0,1.0,2.0,3.0,1.0,2.0,JULIACA,12.01074962091072,21,150
1.0,2.0,1400.0,56.0,1.0,3.0,5.0,2.0,5.0,461,8411,1.0,1.0,2.0,4.0,1.0,2.0,INDEPENDENCIA,5.813953488372094,2,2
1.0,2.0,2700.0,36.0,3.0,3.0,1.0,5.0,2.0,239,8620,1.0,1.0,1.0,3.0,1.0,2.0,INDEPENDENCIA,17.44186046511628,15,156
1.0,1.0,3000.0,45.0,3.0,3.0,2.0,5.0,4.0,254,6110,1.0,2.0,2.0,3.0,1.0,2.0,CHACLACAYO,15.503875968992247,15,89
1.0,1.0,900.0,42.0,0.0,3.0,5.0,5.0,4.0,381,6910,1.0,1.0,2.0,1.0,1.0,2.0,ATE,4.983388704318937,15,89
1.0,2.0,850.0,45.0,0.0,3.0,2.0,5.0,1.0,381,9499,2.0,2.0,2.0,4.0,1.0,1.0,PILLCO MARCA,4.392764857881137,10,54
1.0,2.0,1968.75,45.0,3.0,3.0,1.0,5.0,4.0,137,6419,2.0,2.0,2.0,2.0,1.0,2.0,LA MOLINA,10.174418604651162,15,241
1.0,1.0,2700.0,49.0,0.0,3.0,5.0,5.0,1.0,221,3313,1.0,2.0,2.0,2.0,1.0,2.0,SAN MARTIN DE PORRES,12.814428096820125,15,218
1.0,2.0,1000.0,48.0,0.0,3.0,2.0,5.0,1.0,375,4659,2.0,2.0,2.0,3.0,1.0,2.0,SAN JERONIMO DE TUNAN,4.844961240310078,12,24
1.0,2.0,800.0,35.0,0.0,3.0,1.0,5.0,1.0,243,8521,1.0,1.0,2.0,3.0,1.0,2.0,SAÑO,5.3156146179401995,12,114
1.0,1.0,2000.0,40.0,4.0,3.0,5.0,2.0,5.0,312,8413,2.0,2.0,2.0,3.0,1.0,1.0,PUEBLO LIBRE,11.627906976744185,15,193
1.0,1.0,500.0,25.0,0.0,3.0,5.0,5.0,1.0,381,6910,2.0,2.0,2.0,3.0,1.0,2.0,JULIACA,4.651162790697675,21,89
1.0,2.0,500.0,26.0,0.0,3.0,5.0,5.0,2.0,242,8521,0.0,2.0,2.0,3.0,1.0,1.0,LA VICTORIA,4.47227191413238,14,42
1.0,2.0,1300.0,40.0,0.0,3.0,5.0,2.0,5.0,415,8411,0.0,2.0,2.0,3.0,2.0,1.0,CARUMAS,7.558139534883721,18,170
1.0,2.0,1300.0,25.0,1.0,3.0,2.0,2.0,5.0,244,8510,1.0,2.0,2.0,2.0,1.0,1.0,RIOJA,12.093023255813954,22,109
1.0,1.0,1100.0,44.0,1.0,3.0,2.0,5.0,5.0,451,6419,2.0,1.0,2.0,2.0,1.0,1.0,CORONEL GREGORIO ALBARRACIN LANCHIPA,5.813953488372094,23,3
1.0,1.0,500.0,45.0,1.0,3.0,3.0,5.0,1.0,415,6202,2.0,2.0,2.0,3.0,2.0,1.0,PAUCARPATA,2.5839793281653747,4,82
1.0,2.0,1800.0,48.0,0.0,3.0,2.0,5.0,1.0,381,6920,0.0,1.0,2.0,2.0,1.0,1.0,CALLAO,8.72093023255814,7,82
1.0,2.0,500.0,30.0,1.0,3.0,2.0,5.0,1.0,346,8620,2.0,2.0,2.0,3.0,1.0,1.0,LA ESPERANZA,3.875968992248062,13,307
1.0,2.0,1212.0,48.0,0.0,3.0,5.0,2.0,5.0,239,8610,1.0,1.0,2.0,3.0,1.0,2.0,HUANUCO,5.872093023255815,10,156
1.0,1.0,1300.0,46.0,5.0,3.0,2.0,5.0,1.0,342,7490,2.0,1.0,2.0,4.0,2.0,1.0,SANTIAGO,6.572295247724975,8,27
1.0,1.0,2200.0,48.0,0.0,3.0,1.0,5.0,1.0,436,4923,1.0,2.0,2.0,3.0,1.0,2.0,PISCO,10.658914728682172,11,89
1.0,2.0,1200.0,40.0,0.0,3.0,1.0,2.0,5.0,258,8423,1.0,1.0,2.0,2.0,1.0,2.0,IMPERIAL,6.976744186046512,15,90
1.0,1.0,800.0,20.0,3.0,3.0,2.0,5.0,5.0,321,6202,2.0,1.0,2.0,3.0,1.0,2.0,SAN MARTIN DE PORRES,9.30232558139535,15,205
1.0,2.0,1300.0,44.0,3.0,3.0,2.0,5.0,5.0,411,8530,1.0,2.0,2.0,4.0,1.0,1.0,ABANCAY,6.871035940803383,3,3
1.0,2.0,2360.0,56.0,3.0,3.0,6.0,2.0,5.0,411,8610,1.0,2.0,1.0,3.0,1.0,2.0,ABANCAY,9.800664451827243,3,156
1.0,2.0,700.0,40.0,0.0,3.0,7.0,5.0,1.0,381,6920,2.0,2.0,2.0,3.0,1.0,2.0,RUPA-RUPA,4.069767441860465,10,82
1.0,2.0,1280.0,48.0,0.0,3.0,2.0,5.0,5.0,419,6419,1.0,1.0,2.0,2.0,1.0,1.0,RUPA-RUPA,6.2015503875969,10,2
1.0,2.0,7000.0,40.0,0.0,3.0,1.0,5.0,5.0,262,6202,2.0,1.0,2.0,2.0,1.0,2.0,JESUS MARIA,40.69767441860465,15,2
1.0,2.0,2450.0,40.0,0.0,3.0,2.0,4.0,5.0,269,7810,1.0,2.0,1.0,5.0,1.0,2.0,SAN JUAN DE LURIGANCHO,14.244186046511627,15,307
1.0,2.0,670.0,40.0,0.0,3.0,2.0,5.0,3.0,244,8510,0.0,2.0,2.0,2.0,1.0,2.0,LIMA,3.895348837209302,15,103
1.0,2.0,1550.0,50.0,1.0,3.0,2.0,5.0,5.0,419,6419,0.0,1.0,2.0,3.0,1.0,1.0,PAUCARPATA,7.209302325581396,4,25
1.0,2.0,750.0,30.0,1.0,3.0,2.0,5.0,1.0,244,8510,2.0,2.0,2.0,3.0,1.0,1.0,PAUCARPATA,5.813953488372093,4,109
1.0,2.0,300.0,30.0,1.0,3.0,2.0,5.0,2.0,235,8620,1.0,2.0,1.0,3.0,1.0,2.0,BELLAVISTA,2.3255813953488373,20,287
1.0,2.0,800.0,50.0,2.0,3.0,2.0,5.0,5.0,381,8530,1.0,1.0,1.0,3.0,1.0,2.0,CHICLAYO,3.7209302325581395,14,89
1.0,1.0,700.0,40.0,2.0,3.0,7.0,5.0,1.0,391,6201,1.0,1.0,2.0,2.0,1.0,2.0,PUENTE PIEDRA,4.069767441860465,15,205
1.0,2.0,3000.0,49.0,1.0,3.0,2.0,5.0,5.0,235,8610,1.0,1.0,2.0,1.0,1.0,2.0,SAN BORJA,14.23825344091125,15,274
1.0,2.0,2850.0,50.0,3.0,3.0,5.0,5.0,3.0,375,5811,1.0,1.0,2.0,3.0,1.0,2.0,CHILCA,13.255813953488373,12,114
1.0,2.0,300.0,30.0,0.0,3.0,7.0,5.0,1.0,451,5610,2.0,2.0,2.0,3.0,1.0,2.0,PUNCHANA,2.3255813953488373,16,314
1.0,1.0,800.0,45.0,0.0,3.0,2.0,5.0,1.0,411,1104,0.0,2.0,2.0,3.0,1.0,1.0,JOSE CRESPO Y CASTILLO,4.134366925064599,10,197
1.0,2.0,1950.0,58.0,0.0,3.0,6.0,2.0,5.0,251,8411,1.0,1.0,1.0,3.0,1.0,1.0,CAYMA,7.818765036086608,4,2
1.0,2.0,2500.0,44.0,4.0,3.0,2.0,2.0,5.0,381,8412,0.0,2.0,2.0,1.0,2.0,2.0,CALCA,13.213530655391121,8,309
1.0,1.0,1600.0,43.0,0.0,3.0,7.0,5.0,1.0,312,4290,0.0,2.0,2.0,3.0,2.0,1.0,CATAC,8.653326122228231,2,186
1.0,2.0,1800.0,40.0,1.0,3.0,2.0,2.0,5.0,381,8411,1.0,1.0,2.0,2.0,1.0,1.0,MARIANO MELGAR,10.465116279069768,4,2
1.0,2.0,1200.0,32.0,0.0,3.0,5.0,5.0,5.0,246,8549,2.0,1.0,2.0,3.0,1.0,1.0,CASTILLA,8.720930232558139,20,163
1.0,2.0,700.0,60.0,1.0,3.0,2.0,5.0,3.0,381,6910,2.0,2.0,1.0,4.0,1.0,2.0,TRUJILLO,2.7131782945736433,13,89
1.0,2.0,1400.0,48.0,1.0,3.0,2.0,5.0,5.0,455,6110,0.0,2.0,2.0,3.0,1.0,2.0,VILLA MARIA DEL TRIUNFO,6.782945736434109,15,292
1.0,2.0,1200.0,42.0,0.0,3.0,7.0,5.0,1.0,415,3510,2.0,1.0,2.0,3.0,1.0,1.0,PIURA,6.644518272425249,20,50
1.0,1.0,1500.0,42.0,1.0,3.0,1.0,5.0,1.0,252,5610,1.0,1.0,2.0,3.0,1.0,2.0,PIURA,8.305647840531561,20,12
1.0,2.0,2500.0,40.0,3.0,3.0,2.0,5.0,5.0,372,6512,2.0,1.0,2.0,1.0,1.0,2.0,LA VICTORIA,14.534883720930232,15,241
1.0,2.0,900.0,47.0,2.0,3.0,6.0,2.0,5.0,413,8411,1.0,2.0,2.0,3.0,1.0,2.0,LIRCAY,4.453240969816923,9,244
1.0,2.0,2000.0,48.0,2.0,3.0,2.0,5.0,4.0,251,6110,2.0,2.0,2.0,2.0,1.0,1.0,CALLAO,9.689922480620156,7,82
1.0,2.0,1400.0,48.0,0.0,3.0,1.0,5.0,3.0,136,8521,1.0,1.0,1.0,3.0,1.0,2.0,EL TAMBO,6.782945736434109,12,2
1.0,2.0,1100.0,40.0,1.0,3.0,2.0,5.0,1.0,237,7500,2.0,2.0,1.0,2.0,1.0,2.0,SANTIAGO DE SURCO,6.395348837209302,15,275
1.0,2.0,3000.0,40.0,0.0,3.0,2.0,5.0,5.0,254,6910,2.0,1.0,2.0,1.0,1.0,2.0,ATE,17.441860465116278,15,89
1.0,2.0,2000.0,40.0,0.0,3.0,6.0,2.0,5.0,412,8411,1.0,2.0,1.0,5.0,1.0,2.0,COMAS,11.627906976744185,15,89
1.0,2.0,4300.0,42.0,0.0,3.0,2.0,2.0,5.0,411,8610,1.0,1.0,2.0,3.0,1.0,1.0,COMAS,23.80952380952381,15,273
1.0,2.0,1300.0,54.0,0.0,3.0,5.0,5.0,4.0,266,5813,1.0,2.0,2.0,2.0,1.0,1.0,SAN MIGUEL,5.598621877691645,15,55
1.0,1.0,1800.0,45.0,0.0,3.0,2.0,5.0,1.0,239,8620,1.0,1.0,1.0,3.0,1.0,2.0,ANDAHUAYLAS,9.30232558139535,3,156
1.0,2.0,500.0,45.0,0.0,3.0,5.0,2.0,5.0,381,8413,2.0,2.0,2.0,1.0,1.0,2.0,SANTIAGO DE SURCO,2.5839793281653747,15,308
1.0,2.0,700.0,40.0,1.0,3.0,5.0,5.0,1.0,413,8521,1.0,1.0,2.0,4.0,1.0,1.0,HUACHO,4.069767441860465,15,307
1.0,2.0,3200.0,40.0,0.0,3.0,6.0,2.0,5.0,235,8610,1.0,1.0,1.0,2.0,1.0,2.0,EL TAMBO,18.6046511627907,12,274
1.0,1.0,3500.0,48.0,2.0,3.0,2.0,5.0,1.0,375,4510,0.0,2.0,2.0,1.0,1.0,2.0,HUACHO,16.957364341085274,15,89
1.0,2.0,1000.0,61.0,2.0,3.0,5.0,5.0,3.0,365,6512,2.0,1.0,2.0,3.0,1.0,1.0,ICA,3.8124285169653067,11,55
1.0,2.0,1300.0,30.0,1.0,3.0,2.0,2.0,5.0,244,8510,1.0,1.0,2.0,3.0,1.0,2.0,TRUJILLO,10.077519379844961,13,109
1.0,2.0,2500.0,40.0,1.0,3.0,1.0,5.0,2.0,233,8620,1.0,2.0,2.0,3.0,1.0,2.0,SAN LUIS,14.534883720930232,15,283
1.0,1.0,1200.0,40.0,3.0,3.0,5.0,2.0,5.0,413,8411,0.0,1.0,2.0,2.0,1.0,1.0,CARMEN ALTO,6.976744186046512,5,25
1.0,2.0,950.0,44.0,0.0,3.0,5.0,5.0,1.0,381,4741,0.0,2.0,2.0,2.0,1.0,2.0,LOS BAÑOS DEL INCA,5.0211416490486265,6,7
1.0,2.0,1800.0,77.0,1.0,3.0,2.0,5.0,3.0,252,729,1.0,2.0,2.0,4.0,1.0,1.0,TAPUC,5.436424041075204,19,82
1.0,1.0,7000.0,40.0,4.0,3.0,1.0,5.0,1.0,137,6419,2.0,1.0,2.0,2.0,1.0,2.0,SANTIAGO DE SURCO,40.69767441860465,15,244
1.0,2.0,2500.0,63.0,2.0,3.0,2.0,5.0,5.0,235,8620,1.0,1.0,1.0,3.0,1.0,2.0,YANAHUARA,9.228497600590625,4,303
1.0,1.0,1900.0,48.0,2.0,3.0,2.0,5.0,1.0,252,4100,1.0,2.0,2.0,2.0,1.0,2.0,TRUJILLO,9.205426356589149,13,2
1.0,1.0,1600.0,40.0,1.0,3.0,3.0,5.0,5.0,419,6419,1.0,2.0,2.0,2.0,1.0,2.0,TARAPOTO,9.30232558139535,22,207
1.0,1.0,4000.0,84.0,0.0,3.0,2.0,5.0,5.0,381,990,2.0,1.0,2.0,2.0,1.0,1.0,TRUJILLO,11.07419712070875,13,248
1.0,2.0,1000.0,40.0,0.0,3.0,2.0,5.0,1.0,454,7911,1.0,2.0,2.0,2.0,2.0,2.0,CHORRILLOS,5.813953488372093,15,315
1.0,2.0,2600.0,40.0,0.0,3.0,2.0,5.0,2.0,218,4100,2.0,2.0,2.0,2.0,1.0,2.0,LIMA,15.116279069767442,15,31
1.0,2.0,1900.0,36.0,0.0,3.0,2.0,2.0,5.0,235,8610,1.0,1.0,1.0,3.0,1.0,1.0,SAN MARTIN DE PORRES,12.273901808785531,15,303
1.0,2.0,4000.0,30.0,2.0,3.0,5.0,5.0,5.0,335,6810,2.0,2.0,2.0,3.0,1.0,2.0,SANTA ANITA,31.007751937984494,15,31
1.0,1.0,1200.0,50.0,1.0,3.0,1.0,5.0,1.0,391,7110,2.0,1.0,2.0,3.0,2.0,2.0,ALTO SELVA ALEGRE,5.5813953488372094,4,247
1.0,2.0,900.0,36.0,0.0,3.0,1.0,5.0,1.0,239,8620,1.0,2.0,2.0,2.0,1.0,2.0,ICA,5.813953488372094,11,156
1.0,2.0,2500.0,44.0,1.0,3.0,1.0,5.0,1.0,335,4100,1.0,2.0,2.0,2.0,1.0,2.0,NUEVO CHIMBOTE,13.213530655391121,2,33
1.0,2.0,1300.0,40.0,0.0,3.0,6.0,2.0,5.0,242,8521,1.0,1.0,1.0,3.0,1.0,1.0,HUAYUCACHI,7.558139534883721,12,120
1.0,2.0,3000.0,40.0,0.0,3.0,2.0,5.0,4.0,418,4630,2.0,2.0,2.0,2.0,1.0,2.0,VILLA MARIA DEL TRIUNFO,17.441860465116278,15,97
1.0,1.0,2400.0,48.0,0.0,3.0,2.0,5.0,5.0,419,6419,1.0,2.0,2.0,1.0,1.0,2.0,EL TAMBO,11.627906976744187,12,207
1.0,2.0,2500.0,45.0,0.0,3.0,2.0,5.0,2.0,335,146,2.0,2.0,2.0,4.0,1.0,1.0,HUARAL,12.919896640826874,15,317
1.0,1.0,1200.0,44.0,0.0,3.0,1.0,5.0,3.0,381,4630,2.0,2.0,2.0,2.0,1.0,2.0,BARRANCA,6.342494714587739,15,82
1.0,1.0,1200.0,40.0,0.0,3.0,5.0,3.0,5.0,377,5229,2.0,2.0,2.0,3.0,1.0,1.0,TACNA,6.976744186046512,23,54
1.0,1.0,1200.0,56.0,0.0,3.0,7.0,5.0,1.0,252,5510,0.0,2.0,2.0,4.0,2.0,2.0,AREQUIPA,4.983388704318937,4,7
1.0,1.0,250.0,40.0,0.0,3.0,7.0,5.0,1.0,381,6910,1.0,1.0,2.0,3.0,1.0,1.0,CAJAMARCA,2.3255813953488373,6,90
1.0,2.0,948.0,67.0,3.0,3.0,2.0,5.0,5.0,319,4630,2.0,2.0,2.0,3.0,1.0,2.0,CHICLAYO,3.290524123568206,14,183
1.0,1.0,1500.0,48.0,0.0,3.0,2.0,5.0,3.0,335,3510,2.0,2.0,2.0,2.0,1.0,1.0,WANCHAQ,7.267441860465117,8,221
1.0,2.0,2000.0,44.0,0.0,3.0,6.0,2.0,5.0,239,8610,1.0,1.0,1.0,3.0,1.0,2.0,HUANCAYO,10.570824524312897,12,156
1.0,2.0,5400.0,42.0,0.0,3.0,2.0,2.0,5.0,235,8610,1.0,1.0,2.0,2.0,2.0,1.0,TACNA,29.900332225913623,23,274
1.0,2.0,1200.0,48.0,0.0,3.0,2.0,5.0,4.0,247,8510,1.0,1.0,2.0,2.0,1.0,2.0,PUENTE PIEDRA,5.813953488372094,15,294
1.0,2.0,750.0,35.0,1.0,3.0,2.0,5.0,2.0,243,8510,1.0,1.0,2.0,1.0,1.0,1.0,ANDRÉS AVELINO CÁCERES DORREGAY,4.983388704318937,5,143
1.0,2.0,650.0,40.0,0.0,3.0,7.0,5.0,1.0,413,6910,2.0,2.0,2.0,3.0,1.0,2.0,CHULUCANAS,3.7790697674418605,20,90
1.0,2.0,3700.0,60.0,2.0,3.0,2.0,2.0,5.0,239,8610,1.0,2.0,2.0,3.0,1.0,2.0,ABANCAY,14.34108527131783,3,156
1.0,2.0,2200.0,70.0,3.0,3.0,2.0,5.0,5.0,381,729,1.0,2.0,2.0,3.0,1.0,2.0,ABANCAY,7.308970099667774,3,82
1.0,2.0,1000.0,40.0,1.0,3.0,2.0,2.0,5.0,382,8411,2.0,2.0,2.0,1.0,1.0,2.0,CERRO COLORADO,5.813953488372093,4,89
1.0,2.0,3500.0,10.0,0.0,3.0,7.0,5.0,1.0,611,119,0.0,2.0,2.0,4.0,1.0,1.0,CAJAMARCA,40.69767441860465,6,97
1.0,2.0,1300.0,50.0,0.0,3.0,5.0,5.0,2.0,381,4630,1.0,1.0,2.0,4.0,2.0,1.0,ESPINAR,6.046511627906977,8,103
1.0,1.0,1200.0,40.0,0.0,3.0,2.0,5.0,5.0,372,6512,1.0,1.0,2.0,1.0,1.0,2.0,HUANCAYO,6.976744186046512,12,2
1.0,2.0,1200.0,40.0,0.0,3.0,2.0,5.0,5.0,381,8530,1.0,1.0,2.0,2.0,1.0,2.0,JULIACA,6.976744186046512,21,82
1.0,1.0,1400.0,63.0,4.0,3.0,3.0,5.0,5.0,318,2029,2.0,2.0,2.0,3.0,1.0,1.0,CURASCO,5.167958656330749,3,199
1.0,2.0,3500.0,50.0,2.0,3.0,2.0,5.0,5.0,235,8610,1.0,1.0,2.0,1.0,1.0,2.0,PUEBLO LIBRE,16.27906976744186,15,273
1.0,1.0,1600.0,45.0,2.0,3.0,2.0,5.0,4.0,361,4520,1.0,2.0,1.0,2.0,1.0,2.0,TRUJILLO,8.268733850129198,13,241
1.0,2.0,1500.0,40.0,0.0,3.0,1.0,5.0,2.0,411,8510,1.0,1.0,2.0,2.0,1.0,2.0,IQUITOS,8.720930232558139,16,90
